PlayerNum,enPlayer,Link,BirthDate,Height,Weight,T,B,Note,Team
123,Matsubara Kai,https://npb.jp/bis/eng/players/93195159.html,Aug. 24 1999,180,91,R,R,,Hanshin Tigers
120,Moriki Daichi,https://npb.jp/bis/eng/players/03305155.html,Apr. 17 2003,184,94,R,R,,Hanshin Tigers
122,Ogawa Ippei,https://npb.jp/bis/eng/players/11715151.html,Jun. 3 1997,183,84,R,R,,Hanshin Tigers
121,Suzuki Yuto,https://npb.jp/bis/eng/players/01005155.html,Mar. 17 2000,174,86,L,L,,Hanshin Tigers
128,Shimamura Rinshiro,https://npb.jp/bis/eng/players/31235150.html,Jul. 13 2003,177,90,R,L,,Hanshin Tigers
133,Arnaez Jean,https://npb.jp/bis/eng/players/33535150.html,Aug. 22 2002,176,85,R,R,,Hanshin Tigers
130,Kawasaki Toshiaki,https://npb.jp/bis/eng/players/51755150.html,May 2 2001,174,82,R,L,,Hanshin Tigers
134,Consuegra Stanley,https://npb.jp/bis/eng/players/03505150.html,Sep. 24 2000,190,93,R,R,,Hanshin Tigers
126,Fukushima Kein,https://npb.jp/bis/eng/players/11815159.html,Oct. 6 2001,171,70,R,L,,Hanshin Tigers
25,Arai Takahiro,Jan. 30 1977,,,Hiroshima Carp
48,Aduwa Makoto,https://npb.jp/bis/eng/players/31135134.html,Oct. 2 1998,196,80,R,R,,Hiroshima Carp
35,Akatsuka Kento,https://npb.jp/bis/eng/players/51155159.html,Jul. 1 2001,195,118,R,R,,Hiroshima Carp
42,Dominguez Johan,https://npb.jp/bis/eng/players/33735150.html,Jan. 18 1996,193,86,R,R,,Hiroshima Carp
66,Endoh Atsushi,https://npb.jp/bis/eng/players/71375136.html,Apr. 8 1999,186,90,R,R,,Hiroshima Carp
39,Hasebe Ginji,https://npb.jp/bis/eng/players/51655157.html,Jul. 29 1998,184,88,L,L,,Hiroshima Carp
68,Hearn Taylor,https://npb.jp/bis/eng/players/73975159.html,Aug. 30 1994,198,117,L,L,,Hiroshima Carp
70,Hidaka Atsumi,https://npb.jp/bis/eng/players/41645157.html,Sep. 16 2004,183,75,R,L,,Hiroshima Carp
36,Horie Atsuya,https://npb.jp/bis/eng/players/21625130.html,Feb. 21 1997,178,91,L,L,,Hiroshima Carp
46,Kawano Kei,https://npb.jp/bis/eng/players/71575157.html,Aug. 23 2001,175,86,R,R,,Hiroshima Carp
29,Kemna Makoto,https://npb.jp/bis/eng/players/71775136.html,Jun. 5 1995,190,96,R,R,,Hiroshima Carp
67,Kikuchi Harun,https://npb.jp/bis/eng/players/91795150.html,Jan. 21 2007,200,115,R,R,,Hiroshima Carp
20,Kuribayashi Ryoji,https://npb.jp/bis/eng/players/91995153.html,Jul. 9 1996,177,88,R,R,,Hiroshima Carp
24,Kurohara Takumi,https://npb.jp/bis/eng/players/41745155.html,Nov. 29 1999,173,82,L,L,,Hiroshima Carp
26,Masuda Takehisa,https://npb.jp/bis/eng/players/91895157.html,Oct. 6 1998,174,86,R,R,,Hiroshima Carp
45,Matsumoto Ryuya,https://npb.jp/bis/eng/players/73175155.html,Sep. 18 1999,178,100,R,R,,Hiroshima Carp
16,Mori Shohei,https://npb.jp/bis/eng/players/93395155.html,Jan. 1 1998,177,86,L,L,,Hiroshima Carp
18,Morishita Masato,https://npb.jp/bis/eng/players/53155151.html,Aug. 25 1997,181,81,R,R,,Hiroshima Carp
13,Moriura Daisuke,https://npb.jp/bis/eng/players/73375153.html,Jun. 15 1998,175,78,L,L,,Hiroshima Carp
21,Nakazaki Shota,https://npb.jp/bis/eng/players/31235133.html,Aug. 10 1992,187,100,R,R,,Hiroshima Carp
12,Ohmichi Haruki,https://npb.jp/bis/eng/players/41545153.html,Jan. 20 1999,180,91,R,R,,Hiroshima Carp
14,Ohsera Daichi,https://npb.jp/bis/eng/players/61365139.html,Jun. 17 1991,188,94,R,R,,Hiroshima Carp
53,Okamoto Shun,https://npb.jp/bis/eng/players/91595150.html,Jun. 12 2002,186,82,R,L,,Hiroshima Carp
47,Saitoh Yuta,https://npb.jp/bis/eng/players/61765157.html,May 27 2004,189,96,R,L,,Hiroshima Carp
28,Sato Ryunosuke,https://npb.jp/bis/eng/players/71075150.html,Nov. 1 2002,179,87,L,L,,Hiroshima Carp
43,Shimauchi Sotaro,https://npb.jp/bis/eng/players/31935138.html,Oct. 14 1996,180,86,R,R,,Hiroshima Carp
41,Suzuki Kenya,https://npb.jp/bis/eng/players/61065151.html,Dec. 11 1997,176,80,R,L,,Hiroshima Carp
22,Taka Taichi,https://npb.jp/bis/eng/players/41045159.html,Jul. 26 2001,179,89,L,L,,Hiroshima Carp
34,Takahashi Kouya,https://npb.jp/bis/eng/players/01005134.html,Sep. 27 1998,182,95,L,L,,Hiroshima Carp
30,Takita Kazuki,https://npb.jp/bis/eng/players/31235159.html,Dec. 28 2001,183,84,L,L,,Hiroshima Carp
65,Tamamura Shogo,https://npb.jp/bis/eng/players/41245151.html,Apr. 16 2001,179,86,L,L,,Hiroshima Carp
19,Tokoda Hiroki,https://npb.jp/bis/eng/players/11415134.html,Mar. 1 1995,181,97,L,L,,Hiroshima Carp
98,Tsuji Taiga,https://npb.jp/bis/eng/players/81085157.html,Aug. 29 2004,182,84,L,L,Registered(developmental player ->) (Jul. 28).,Hiroshima Carp
17,Tsunehiro Hayato,https://npb.jp/bis/eng/players/31435159.html,Sep. 18 2001,180,79,R,R,,Hiroshima Carp
27,Aizawa Tsubasa,https://npb.jp/bis/eng/players/31135114.html,Apr. 13 1988,175,95,R,R,,Hiroshima Carp
32,Ishihara Tomoki,https://npb.jp/bis/eng/players/21125151.html,Feb. 3 1998,173,90,R,R,,Hiroshima Carp
40,Isomura Yoshitaka,https://npb.jp/bis/eng/players/81185133.html,Nov. 1 1992,178,92,R,R,,Hiroshima Carp
57,Mochimaru Taiki,https://npb.jp/bis/eng/players/81885151.html,Oct. 26 2001,177,91,R,L,,Hiroshima Carp
31,Sakakura Shogo,https://npb.jp/bis/eng/players/11915134.html,May 29 1998,177,91,R,L,,Hiroshima Carp
62,Shimizu Kanato,https://npb.jp/bis/eng/players/91995157.html,Jul. 6 2004,176,91,R,L,,Hiroshima Carp
64,Takagi Shoto,https://npb.jp/bis/eng/players/11215155.html,Aug. 12 2003,187,96,R,R,,Hiroshima Carp
7,Dohbayashi Shota,https://npb.jp/bis/eng/players/61965131.html,Aug. 17 1991,184,96,R,R,,Hiroshima Carp
99,Futamata Shoichi,https://npb.jp/bis/eng/players/91895153.html,Oct. 21 2002,180,78,R,R,,Hiroshima Carp
00,Hatsuki Ryutaro,https://npb.jp/bis/eng/players/71475138.html,Apr. 19 2000,168,73,R,L,,Hiroshima Carp
44,Hayashi Kota,https://npb.jp/bis/eng/players/01405138.html,Nov. 16 2000,181,98,R,L,,Hiroshima Carp
33,Kikuchi Ryosuke,https://npb.jp/bis/eng/players/61565135.html,Mar. 11 1990,171,71,R,R,,Hiroshima Carp
5,Kozono Kaito,https://npb.jp/bis/eng/players/01705138.html,Jun. 7 2000,178,91,R,L,,Hiroshima Carp
93,Maekawa Seita,https://npb.jp/bis/eng/players/41845155.html,Apr. 4 2003,176,69,R,R,Registered(developmental player ->) (Jul. 28).,Hiroshima Carp
95,Montero Elehuris,https://npb.jp/bis/eng/players/53955150.html,Aug. 17 1998,190,106,R,R,,Hiroshima Carp
58,Nakada Yuto,https://npb.jp/bis/eng/players/41445159.html,Jul. 31 2005,187,107,R,R,,Hiroshima Carp
54,Nirasawa Yuya,https://npb.jp/bis/eng/players/01405151.html,May 20 2001,175,85,R,L,,Hiroshima Carp
10,Sasaki Tai,https://npb.jp/bis/eng/players/11015150.html,Dec. 24 2002,178,84,R,R,,Hiroshima Carp
94,Sato Keisuke,https://npb.jp/bis/eng/players/71975159.html,May 24 2001,182,90,R,L,,Hiroshima Carp
2,Tanaka Kosuke,https://npb.jp/bis/eng/players/61965139.html,Jul. 3 1989,171,85,R,L,,Hiroshima Carp
63,Uchida Shodai,https://npb.jp/bis/eng/players/51355157.html,Sep. 22 2004,183,97,R,R,,Hiroshima Carp
0,Uemoto Takashi,https://npb.jp/bis/eng/players/31335137.html,Aug. 22 1990,170,76,R,R,,Hiroshima Carp
49,Watanabe Yuto,https://npb.jp/bis/eng/players/13515150.html,Jul. 7 2002,182,103,R,R,,Hiroshima Carp
69,Yamaashi Tatsuya,https://npb.jp/bis/eng/players/13115136.html,Oct. 26 1993,174,76,R,R,,Hiroshima Carp
4,Yano Masaya,https://npb.jp/bis/eng/players/93395153.html,Dec. 16 1998,171,72,R,L,,Hiroshima Carp
9,Akiyama Shogo,https://npb.jp/bis/eng/players/31135133.html,Apr. 16 1988,184,86,R,L,,Hiroshima Carp
61,Fabian Sandro,https://npb.jp/bis/eng/players/43745150.html,Mar. 6 1998,180,81,R,R,,Hiroshima Carp
56,Kubo Shu,https://npb.jp/bis/eng/players/81585157.html,Sep. 29 2000,181,89,R,R,,Hiroshima Carp
55,Matsuyama Ryuhei,https://npb.jp/bis/eng/players/01405116.html,Sep. 18 1985,176,96,R,L,,Hiroshima Carp
50,Nakamura Kento,https://npb.jp/bis/eng/players/01405155.html,May 21 1997,183,96,R,R,,Hiroshima Carp
96,Nakamura Shosei,https://npb.jp/bis/eng/players/81285136.html,Jun. 6 1999,181,86,R,R,,Hiroshima Carp
97,Nakamura Takahiro,https://npb.jp/bis/eng/players/61265157.html,Apr. 9 2000,177,87,R,L,,Hiroshima Carp
37,Noma Takayoshi,https://npb.jp/bis/eng/players/01405130.html,Jan. 28 1993,182,86,R,L,,Hiroshima Carp
59,Ohmori Minoru,https://npb.jp/bis/eng/players/21325138.html,Aug. 31 1996,179,84,R,L,,Hiroshima Carp
52,Suekane Shota,https://npb.jp/bis/eng/players/51055155.html,May 27 1996,188,107,R,R,,Hiroshima Carp
60,Tamura Shunsuke,https://npb.jp/bis/eng/players/61265155.html,Aug. 25 2003,178,97,L,L,,Hiroshima Carp
38,Ugusa Koki,https://npb.jp/bis/eng/players/41345151.html,Apr. 17 1997,185,84,R,L,,Hiroshima Carp
129,Kobayashi Tatsuto,https://npb.jp/bis/eng/players/61965153.html,Jan. 16 2003,182,92,R,R,,Hiroshima Carp
123,Kobune Tsubasa,https://npb.jp/bis/eng/players/91995150.html,Jun. 20 2006,198,116,R,R,,Hiroshima Carp
128,Sugihara Mirai,https://npb.jp/bis/eng/players/71075159.html,Sep. 23 2005,175,78,L,L,,Hiroshima Carp
120,Sugita Takeru,https://npb.jp/bis/eng/players/51055159.html,Aug. 28 2001,188,84,R,R,,Hiroshima Carp
126,Takeshita Kaito,https://npb.jp/bis/eng/players/61265150.html,Nov. 6 2006,180,76,L,L,,Hiroshima Carp
122,Yasutake Toshiki,https://npb.jp/bis/eng/players/23125150.html,Apr. 17 2001,178,85,R,R,,Hiroshima Carp
130,Ramirez Moises,https://npb.jp/bis/eng/players/43045159.html,Feb. 1 2002,191,124,R,R,,Hiroshima Carp
121,Nabara Norihiko,https://npb.jp/bis/eng/players/11415157.html,Jun. 24 2000,182,80,R,R,,Hiroshima Carp
131,Roberto Nelson,https://npb.jp/bis/eng/players/63065159.html,Oct. 27 2000,191,104,R,R,,Hiroshima Carp
81,Miura Daisuke,Dec. 25 1973,,,DeNA BayStars
11,Azuma Katsuki,https://npb.jp/bis/eng/players/51155136.html,Nov. 29 1995,170,80,L,L,,DeNA BayStars
96,Bauer Trevor,https://npb.jp/bis/eng/players/33235157.html,Jan. 17 1991,185,92,R,R,Registered (Feb. 28).,DeNA BayStars
93,Diaz Yofrec,https://npb.jp/bis/eng/players/43545151.html,Jun. 10 1999,191,93,L,L,Released (Jul. 26).,DeNA BayStars
27,Fujinami Shintaro,https://npb.jp/bis/eng/players/41045137.html,Apr. 12 1994,197,98,R,R,Registered (Jul. 18).,DeNA BayStars
52,Hamachi Masumi,https://npb.jp/bis/eng/players/71675134.html,May 25 1998,185,88,R,R,,DeNA BayStars
35,Hashimoto Tatsuya,https://npb.jp/bis/eng/players/31635157.html,Jul. 18 2000,181,84,R,R,Registered(developmental player ->) (Jul. 26).,DeNA BayStars
92,Horioka Hayato,https://npb.jp/bis/eng/players/71875134.html,Sep. 11 1998,183,87,R,R,,DeNA BayStars
22,Irie Taisei,https://npb.jp/bis/eng/players/61365153.html,Aug. 26 1998,187,90,R,R,,DeNA BayStars
13,Ise Hiromu,https://npb.jp/bis/eng/players/41145151.html,Mar. 7 1998,183,94,R,R,,DeNA BayStars
14,Ishida Kenta,https://npb.jp/bis/eng/players/11315130.html,Mar. 1 1993,180,85,L,L,,DeNA BayStars
54,Ishida Yutaro,https://npb.jp/bis/eng/players/21125159.html,Jan. 22 2002,180,74,R,R,,DeNA BayStars
68,Iwata Masaki,https://npb.jp/bis/eng/players/81385153.html,Jun. 16 1998,178,81,L,L,,DeNA BayStars
42,Jackson Andre,https://npb.jp/bis/eng/players/43745159.html,May 1 1996,190,95,R,R,,DeNA BayStars
69,Kay Anthony,https://npb.jp/bis/eng/players/13715159.html,Mar. 21 1995,183,102,L,L,,DeNA BayStars
18,Kozono Kenta,https://npb.jp/bis/eng/players/31935155.html,Apr. 9 2003,185,90,R,R,,DeNA BayStars
48,Kyoyama Masaya,https://npb.jp/bis/eng/players/11715134.html,Jul. 4 1998,183,80,R,R,,DeNA BayStars
98,Marcelino Hansel,https://npb.jp/bis/eng/players/33235155.html,Jun. 16 2002,191,82,R,R,Registered(developmental player ->) (May 15).,DeNA BayStars
34,Matsumoto Ryoto,https://npb.jp/bis/eng/players/23125159.html,Dec. 5 2001,185,92,R,R,,DeNA BayStars
40,Matsumoto Ryunosuke,https://npb.jp/bis/eng/players/93195153.html,Jul. 31 2002,188,94,L,L,,DeNA BayStars
17,Mishima Kazuki,https://npb.jp/bis/eng/players/41245137.html,May 7 1990,175,80,R,S,,DeNA BayStars
65,Miyagi Daita,https://npb.jp/bis/eng/players/51855138.html,Jul. 15 2000,181,80,R,R,,DeNA BayStars
38,Mori Yuito,https://npb.jp/bis/eng/players/01405139.html,Jan. 8 1992,175,91,R,R,,DeNA BayStars
45,Morihara Kohei,https://npb.jp/bis/eng/players/93195134.html,Dec. 26 1991,185,88,R,L,,DeNA BayStars
36,Morishita Ryudai,https://npb.jp/bis/eng/players/63165157.html,Sep. 19 2004,180,75,L,L,,DeNA BayStars
53,Nakagawa Hayate,https://npb.jp/bis/eng/players/21425153.html,Oct. 10 1998,184,80,R,L,,DeNA BayStars
64,Nakagawa Koh,https://npb.jp/bis/eng/players/21225136.html,Oct. 2 1999,178,85,R,R,,DeNA BayStars
16,Ohnuki Shinichi,https://npb.jp/bis/eng/players/01305138.html,Feb. 3 1994,181,76,R,R,,DeNA BayStars
46,Sakaguchi Kasuga,https://npb.jp/bis/eng/players/61965150.html,Sep. 12 2002,180,80,R,R,,DeNA BayStars
20,Sakamoto Yuya,https://npb.jp/bis/eng/players/11015151.html,Jul. 28 1997,180,87,L,L,,DeNA BayStars
41,Sasaki Chihaya,https://npb.jp/bis/eng/players/71975134.html,Jun. 8 1994,181,83,R,R,,DeNA BayStars
30,Shinogi Kentaro,https://npb.jp/bis/eng/players/41045150.html,May 7 2002,177,80,R,L,,DeNA BayStars
91,Shoji Haruto,https://npb.jp/bis/eng/players/81985159.html,May 31 2001,184,93,L,L,Registered(developmental player ->) (Mar. 14).,DeNA BayStars
59,Taira Kentaro,https://npb.jp/bis/eng/players/01905139.html,Jul. 12 1995,180,80,R,R,,DeNA BayStars
33,Takeda Riku,https://npb.jp/bis/eng/players/91295159.html,Jun. 6 2005,173,78,L,L,Position: Outfielder -> Pitcher (Sep. 4).,DeNA BayStars
12,Takeda Yu,https://npb.jp/bis/eng/players/11415150.html,Jul. 5 1999,184,96,R,R,,DeNA BayStars
15,Tokuyama Souma,https://npb.jp/bis/eng/players/81285155.html,Jun. 6 1999,183,87,R,R,,DeNA BayStars
39,Wakamatsu Naoki,https://npb.jp/bis/eng/players/63365150.html,May 10 2000,184,93,R,R,,DeNA BayStars
62,Wick Rowan,https://npb.jp/bis/eng/players/03505159.html,Nov. 9 1992,190,106,R,L,,DeNA BayStars
19,Yamasaki Yasuaki,https://npb.jp/bis/eng/players/41845130.html,Oct. 2 1992,179,88,R,R,,DeNA BayStars
24,Yoshino Teruki,https://npb.jp/bis/eng/players/33535157.html,Jul. 19 1998,176,80,R,R,,DeNA BayStars
57,Azuma Junpei,https://npb.jp/bis/eng/players/51155151.html,Jul. 3 2001,174,83,R,R,,DeNA BayStars
29,Itoh Hikaru,https://npb.jp/bis/eng/players/81185116.html,Apr. 23 1989,180,88,R,R,,DeNA BayStars
95,Kuki Ryuhei,https://npb.jp/bis/eng/players/31735134.html,Sep. 5 1998,180,85,R,R,Registered(developmental player ->) (Mar. 14).,DeNA BayStars
32,Mashiko Kyosuke,https://npb.jp/bis/eng/players/91695138.html,Dec. 27 2000,176,95,R,R,,DeNA BayStars
5,Matsuo Shion,https://npb.jp/bis/eng/players/21825157.html,Jul. 6 2004,178,82,R,R,,DeNA BayStars
10,Tobashira Yasutaka,https://npb.jp/bis/eng/players/41245132.html,Apr. 11 1990,179,90,R,L,,DeNA BayStars
50,Yamamoto Yuudai,https://npb.jp/bis/eng/players/23125136.html,Sep. 11 1998,180,87,R,R,,DeNA BayStars
3,Austin Tyler,https://npb.jp/bis/eng/players/73375151.html,Sep. 6 1991,188,100,R,R,,DeNA BayStars
60,Chino Naoto,https://npb.jp/bis/eng/players/91095138.html,Feb. 16 1999,182,85,R,R,,DeNA BayStars
99,Ford Mike,https://npb.jp/bis/eng/players/03205159.html,Jul. 4 1992,183,102,R,L,Registered (Jul. 11).,DeNA BayStars
00,Hayashi Takuma,https://npb.jp/bis/eng/players/91695157.html,Aug. 24 2000,171,80,R,L,,DeNA BayStars
55,Inoue Kento,https://npb.jp/bis/eng/players/31335159.html,Feb. 23 2000,178,90,R,L,,DeNA BayStars
44,Ishikami Taiki,https://npb.jp/bis/eng/players/91195159.html,May 18 2001,172,85,R,L,,DeNA BayStars
37,Kato Hibiki,https://npb.jp/bis/eng/players/21525150.html,Jun. 15 2002,180,85,R,R,,DeNA BayStars
9,Kyoda Yota,https://npb.jp/bis/eng/players/81585134.html,Apr. 20 1994,184,90,R,L,,DeNA BayStars
2,Maki Shugo,https://npb.jp/bis/eng/players/13115153.html,Apr. 21 1998,178,97,R,R,,DeNA BayStars
