Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Hojoh Fumiya,33,57,50,6,10,2,0,1,15,6,0,0,2,0,11,4,0,1,1,0.200,0.273,0.300,0.573,69,0.100,0.237,28.1%,19.3%,7.0%,0.36,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itayama Yutaro,43,17,14,5,2,1,1,0,5,1,0,0,1,0,6,2,0,0,0,0.143,0.250,0.357,0.607,76,0.214,0.250,47.1%,35.3%,11.8%,0.33,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itoh Masashi,23,44,39,1,2,0,0,0,2,0,0,0,2,0,25,3,0,0,1,0.051,0.119,0.051,0.170,-50,0.000,0.143,63.6%,56.8%,6.8%,0.12,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itohara Kento,125,488,441,34,126,17,3,2,155,30,6,5,1,3,61,41,0,2,9,0.286,0.347,0.351,0.698,107,0.065,0.325,21.3%,12.5%,8.4%,0.67,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itoi Yoshio,77,119,106,8,22,5,0,3,36,18,1,0,0,3,37,9,0,1,4,0.208,0.269,0.340,0.609,78,0.132,0.275,41.2%,31.1%,7.6%,0.24,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Iwasada Yuta,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Kinami Seiya,92,132,119,9,27,8,0,1,38,15,0,0,2,3,20,7,0,1,1,0.227,0.269,0.319,0.588,72,0.092,0.257,21.2%,15.2%,5.3%,0.35,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Kumagai Takahiro,73,6,5,13,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,16.7%,16.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Marte Jefry,128,526,446,55,115,18,1,22,201,71,0,0,0,2,72,74,3,4,16,0.258,0.367,0.451,0.818,141,0.193,0.263,31.9%,13.7%,14.1%,1.03,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Murakami Shoki,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,496,0.000,1.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nakano Takumu,135,525,466,45,127,15,4,1,153,36,30,2,20,4,81,29,5,6,6,0.273,0.321,0.328,0.649,91,0.055,0.325,21.1%,15.4%,5.5%,0.36,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Niho Akira,4,6,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0.000,0.200,0.000,0.200,-38,0.000,0.000,66.7%,50.0%,16.7%,0.33,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nishi Junya,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nishi Yuki,24,42,35,2,5,2,0,0,7,1,0,0,6,0,12,1,0,0,0,0.143,0.167,0.200,0.367,6,0.057,0.217,31.0%,28.6%,2.4%,0.08,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Obata Ryuhei,43,25,23,5,6,1,1,0,9,0,3,1,0,0,7,2,0,0,0,0.261,0.320,0.391,0.711,109,0.130,0.375,36.0%,28.0%,8.0%,0.29,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ohyama Yusuke,129,512,466,55,121,23,2,21,211,71,2,1,0,7,89,37,1,2,15,0.260,0.313,0.453,0.766,123,0.193,0.275,28.7%,17.4%,7.2%,0.42,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Onodera Dan,34,73,67,7,12,2,0,1,17,2,0,0,0,0,19,5,0,1,2,0.179,0.247,0.254,0.501,47,0.075,0.234,34.2%,26.0%,6.8%,0.26,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Oyokawa Masaki,39,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Rojas Jr. Mel,60,206,189,18,41,7,0,8,72,21,1,3,0,0,58,15,0,2,3,0.217,0.282,0.381,0.663,93,0.164,0.268,39.3%,28.2%,7.3%,0.26,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sakamoto Seishiro,45,73,65,4,12,2,1,1,19,6,0,0,2,1,21,5,0,0,0,0.185,0.239,0.292,0.531,55,0.107,0.250,37.0%,28.8%,6.8%,0.24,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sands Jerry,120,461,408,47,101,21,1,20,184,65,1,1,0,3,89,49,5,1,11,0.248,0.328,0.451,0.779,127,0.203,0.268,34.3%,19.3%,10.6%,0.55,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sato Teruaki,126,455,425,56,101,25,0,24,198,64,6,2,0,2,173,25,4,3,2,0.238,0.284,0.466,0.750,117,0.228,0.335,48.8%,38.0%,5.5%,0.14,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Shimada Kairi,57,78,70,7,17,3,0,0,20,9,8,1,3,0,13,5,0,0,0,0.243,0.293,0.286,0.579,71,0.043,0.298,23.1%,16.7%,6.4%,0.38,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Takahashi Haruto,7,16,14,1,2,0,0,0,2,1,0,0,2,0,5,0,0,0,0,0.143,0.143,0.143,0.286,-17,0.000,0.222,31.2%,31.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ueda Kai,64,7,6,15,2,0,0,0,2,0,10,1,0,0,2,1,0,0,0,0.333,0.429,0.333,0.762,128,0.000,0.500,42.9%,28.6%,14.3%,0.50,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Umeno Ryutaro,130,458,404,33,91,15,3,3,121,33,8,4,6,2,107,41,3,5,14,0.225,0.303,0.300,0.603,78,0.075,0.297,33.0%,23.4%,9.0%,0.38,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Yamamoto Yasuhiro,69,51,43,8,8,3,0,0,11,3,2,0,0,1,10,6,0,1,0,0.186,0.294,0.256,0.550,63,0.070,0.235,31.4%,19.6%,11.8%,0.60,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Yohkawa Naomasa,41,52,46,2,8,1,0,2,15,6,0,0,1,0,19,3,1,2,2,0.174,0.255,0.326,0.581,70,0.152,0.240,46.2%,36.5%,5.8%,0.16,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Abe Tomohiro,85,170,151,8,38,5,0,1,46,12,2,1,1,2,47,15,2,1,2,0.252,0.320,0.305,0.625,86,0.053,0.352,37.1%,27.6%,8.8%,0.32,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Aizawa Tsubasa,70,204,180,18,46,10,0,3,65,22,0,0,1,3,33,16,2,4,8,0.256,0.325,0.361,0.686,103,0.105,0.293,25.5%,16.2%,7.8%,0.48,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Chono Hisayoshi,71,140,125,6,27,3,0,2,36,13,1,0,0,0,30,14,0,1,2,0.216,0.300,0.288,0.588,75,0.072,0.269,32.9%,21.4%,10.0%,0.47,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Corniel Robert,50,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Cron Kevin,42,137,130,10,30,8,0,6,56,16,0,0,0,0,47,6,0,1,2,0.231,0.270,0.431,0.701,104,0.200,0.312,43.1%,34.3%,4.4%,0.13,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Dohbayashi Shota,70,143,137,12,26,6,0,0,32,5,2,1,2,0,34,3,0,1,4,0.190,0.213,0.234,0.447,31,0.044,0.252,25.9%,23.8%,2.1%,0.09,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Endoh Atsushi,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Hatsuki Ryutaro,39,117,102,16,26,3,2,1,36,11,6,1,7,0,26,8,0,0,0,0.255,0.309,0.353,0.662,95,0.098,0.333,29.9%,22.2%,6.8%,0.31,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Hayashi Kota,102,376,357,26,95,15,0,10,140,40,0,1,0,1,93,16,3,2,9,0.266,0.301,0.392,0.693,104,0.126,0.333,31.6%,24.7%,4.3%,0.17,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ishihara Tomoki,60,125,113,8,27,1,0,4,40,12,1,0,2,1,24,9,1,0,7,0.239,0.293,0.354,0.647,90,0.115,0.267,29.6%,19.2%,7.2%,0.38,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Isomura Yoshitaka,21,39,35,0,6,2,0,0,8,3,0,0,0,1,9,2,0,1,0,0.171,0.231,0.229,0.460,35,0.058,0.222,28.2%,23.1%,5.1%,0.22,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kikuchi Ryosuke,132,542,494,64,137,23,2,16,212,60,1,5,2,3,86,42,2,1,8,0.277,0.333,0.429,0.762,124,0.152,0.306,26.6%,15.9%,7.7%,0.49,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kobayashi Tatsuto,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kozono Kaito,113,481,449,65,134,18,6,5,179,35,4,4,12,4,57,13,1,3,7,0.298,0.320,0.399,0.719,112,0.101,0.330,15.6%,11.9%,2.7%,0.23,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kuri Aren,25,51,43,0,1,0,0,0,1,0,0,0,8,0,33,0,0,0,0,0.023,0.023,0.023,0.046,-90,0.000,0.100,64.7%,64.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Matsuyama Ryuhei,85,194,175,9,46,10,0,2,62,29,0,0,0,2,22,17,0,0,4,0.263,0.325,0.354,0.679,101,0.091,0.288,21.1%,11.3%,8.8%,0.77,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Mejia Alejandro,18,40,37,2,8,0,0,0,8,0,0,0,0,0,11,2,0,1,0,0.216,0.275,0.216,0.491,47,0.000,0.308,32.5%,27.5%,5.0%,0.18,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Miyoshi Takumi,64,13,11,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,30.8%,30.8%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Morishita Masato,24,57,46,1,3,0,0,0,3,1,0,0,10,0,19,1,0,0,1,0.065,0.085,0.065,0.150,-58,0.000,0.111,35.1%,33.3%,1.8%,0.05,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Shosei,39,61,53,15,15,3,0,2,24,5,3,1,0,0,15,8,0,0,0,0.283,0.377,0.453,0.830,145,0.170,0.361,41.0%,24.6%,13.1%,0.53,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Yuta,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nishikawa Ryoma,137,551,504,57,144,19,1,12,201,60,3,3,4,4,70,37,1,2,14,0.286,0.335,0.399,0.734,117,0.113,0.310,21.6%,12.7%,6.7%,0.53,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Noma Takayoshi,74,270,250,27,68,7,2,2,85,12,9,1,1,0,29,17,0,2,3,0.272,0.323,0.340,0.663,96,0.068,0.301,17.8%,10.7%,6.3%,0.59,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nomura Yusuke,8,10,7,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0.000,0.125,0.000,0.125,-62,0.000,0.000,40.0%,30.0%,10.0%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohmichi Haruki,24,10,9,0,1,1,0,0,2,2,0,0,1,0,6,0,0,0,0,0.111,0.111,0.222,0.333,-6,0.111,0.333,60.0%,60.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohmori Minoru,56,41,37,9,10,1,1,0,13,3,5,1,2,0,19,1,0,1,2,0.270,0.308,0.351,0.659,94,0.081,0.556,48.8%,46.3%,2.4%,0.05,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohsera Daichi,23,51,40,3,4,0,0,0,4,1,0,0,7,0,18,4,0,0,0,0.100,0.182,0.100,0.282,-17,0.000,0.182,43.1%,35.3%,7.8%,0.22,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sakakura Shogo,132,484,422,58,133,24,2,12,197,68,4,3,2,5,60,51,1,4,9,0.315,0.390,0.467,0.857,153,0.152,0.341,25.4%,12.4%,10.5%,0.85,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Shozui Yuya,14,27,26,1,3,0,0,1,6,4,0,0,0,0,10,1,0,0,2,0.115,0.148,0.231,0.379,8,0.116,0.133,44.4%,37.0%,3.7%,0.10,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sone Kaisei,66,6,5,10,0,0,0,0,0,0,9,4,0,0,3,1,0,0,0,0.000,0.167,0.000,0.167,-49,0.000,0.000,66.7%,50.0%,16.7%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Suzuki Seiya,132,533,435,77,138,26,0,38,278,88,9,4,0,5,88,87,11,6,7,0.317,0.433,0.639,1.072,216,0.322,0.318,40.0%,16.5%,16.3%,0.99,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Takahashi Kouya,15,25,22,1,3,0,0,0,3,1,0,0,3,0,12,0,0,0,2,0.136,0.136,0.136,0.272,-22,0.000,0.300,48.0%,48.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tamamura Shogo,17,31,29,1,6,1,0,0,7,3,0,0,1,0,16,1,0,0,0,0.207,0.233,0.241,0.474,39,0.034,0.462,54.8%,51.6%,3.2%,0.06,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tanaka Kosuke,81,160,136,12,28,4,0,2,38,8,1,3,4,0,23,18,0,2,0,0.206,0.308,0.279,0.587,75,0.073,0.234,26.9%,14.4%,11.2%,0.78,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tokoda Hiroki,16,28,20,0,4,1,0,0,5,2,0,0,7,1,9,0,0,0,0,0.200,0.190,0.250,0.440,28,0.050,0.333,32.1%,32.1%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Uemoto Takashi,63,68,55,20,15,2,0,0,17,2,2,2,0,2,10,5,0,6,0,0.273,0.382,0.309,0.691,108,0.036,0.319,22.1%,14.7%,7.4%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ugusa Koki,43,158,148,18,43,7,1,4,64,14,6,5,1,0,42,6,0,3,1,0.291,0.331,0.432,0.763,124,0.141,0.382,32.9%,26.6%,3.8%,0.14,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Yabuta Kazuki,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Yano Masaya,13,6,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ariyoshi Yuki,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Austin Tyler,107,439,373,60,113,25,1,28,224,74,1,0,0,1,111,60,2,5,9,0.303,0.405,0.601,1.006,184,0.298,0.362,45.3%,25.3%,13.7%,0.54,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Azuma Katsuki,3,7,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,28.6%,28.6%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Chino Naoto,36,40,34,4,6,1,1,1,12,3,0,1,2,0,12,3,0,1,1,0.176,0.263,0.353,0.616,75,0.177,0.238,40.0%,30.0%,7.5%,0.25,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ebina Tatsuo,31,21,18,1,3,0,0,0,3,1,0,0,0,0,7,3,0,0,2,0.167,0.286,0.167,0.453,34,0.000,0.273,47.6%,33.3%,14.3%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hamaguchi Haruhiro,17,26,23,1,2,0,0,0,2,0,0,0,2,0,12,1,0,0,0,0.087,0.125,0.087,0.212,-36,0.000,0.182,50.0%,46.2%,3.8%,0.08,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hosokawa Seiya,37,44,39,3,6,1,0,0,7,1,0,0,0,0,13,3,0,2,0,0.154,0.250,0.179,0.429,26,0.025,0.231,36.4%,29.5%,6.8%,0.23,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Imanaga Shota,19,40,37,1,10,1,0,0,11,3,0,0,2,0,12,1,0,0,1,0.270,0.289,0.297,0.586,69,0.027,0.400,32.5%,30.0%,2.5%,0.08,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Irie Taisei,4,6,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.000,0.500,0.000,0.500,58,0.000,0.000,66.7%,16.7%,50.0%,3.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ishida Kenta,33,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Hikaru,53,192,160,14,34,6,0,2,46,13,1,1,12,1,43,17,0,2,3,0.213,0.294,0.288,0.582,68,0.075,0.276,32.3%,22.4%,8.9%,0.40,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Yukiya,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamichatani Taiga,8,10,7,1,1,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0.143,0.143,0.143,0.286,-17,0.000,0.500,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamizato Kazuki,88,118,110,13,21,3,0,4,36,15,4,3,1,1,49,6,1,0,1,0.191,0.231,0.327,0.558,59,0.136,0.293,50.0%,41.5%,5.1%,0.12,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuniyoshi Yuki,18,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuramoto Toshihiko,46,74,72,5,15,0,0,0,15,6,0,0,0,0,17,2,0,0,2,0.208,0.230,0.208,0.438,27,0.000,0.273,25.7%,23.0%,2.7%,0.12,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kusumoto Taishi,76,127,114,9,29,7,0,2,42,18,1,4,0,1,23,10,1,2,1,0.254,0.323,0.368,0.691,99,0.114,0.300,27.6%,18.1%,7.9%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuwahara Masayuki,135,571,519,84,161,39,2,14,246,43,12,7,4,0,75,44,1,4,12,0.310,0.369,0.474,0.843,140,0.164,0.342,23.3%,13.1%,7.7%,0.59,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kyoyama Masaya,16,24,22,1,1,0,0,0,1,0,0,0,2,0,14,0,0,0,0,0.045,0.045,0.045,0.090,-72,0.000,0.125,58.3%,58.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Maeda Yamato,106,294,270,18,68,13,0,2,87,26,1,2,4,1,44,19,3,0,7,0.252,0.300,0.322,0.622,79,0.070,0.293,22.1%,15.0%,6.5%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Maki Shugo,137,523,487,73,153,35,3,22,260,71,2,1,1,2,85,27,1,6,16,0.314,0.356,0.534,0.890,151,0.220,0.343,25.6%,16.3%,5.2%,0.32,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Mashiko Kyosuke,3,5,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.200,0.200,0.200,0.400,17,0.000,0.250,20.0%,20.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Minei Hiroki,36,80,74,1,14,4,0,0,18,7,0,0,0,0,24,4,0,2,1,0.189,0.250,0.243,0.493,43,0.054,0.280,35.0%,30.0%,5.0%,0.17,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Miyaguni Ryosuke,3,5,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,40.0%,40.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Miyamoto Shumei,35,11,10,5,2,0,0,0,2,0,2,2,0,0,6,1,0,0,0,0.200,0.273,0.200,0.473,39,0.000,0.500,63.6%,54.5%,9.1%,0.17,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Miyazaki Toshiro,141,569,519,61,156,32,0,16,236,73,0,0,0,5,53,41,3,4,15,0.301,0.353,0.455,0.808,130,0.154,0.308,19.3%,9.3%,7.2%,0.77,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Mori Keito,44,113,103,15,20,4,2,0,28,5,4,2,1,2,30,7,0,0,1,0.194,0.241,0.272,0.513,48,0.078,0.267,32.7%,26.5%,6.2%,0.23,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
