Year,Suffix,Link,Version
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_d.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_b.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_m.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_h.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_e.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_l.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_f.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_a.html,v1
2025,BF,https://npb.jp/bis/eng/2025/stats/idb2_v.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_t.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_c.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_db.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_g.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_s.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_d.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_b.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_m.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_h.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_e.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_l.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_f.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_a.html,v1
2025,PF,https://npb.jp/bis/eng/2025/stats/idp2_v.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_t.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_c.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_db.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_g.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_s.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_d.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_b.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_m.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_h.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_e.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_l.html,v1
2024,BR,https://npb.jp/bis/eng/2024/stats/idb1_f.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_t.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_c.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_db.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_g.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_s.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_d.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_b.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_m.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_h.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_e.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_l.html,v1
2024,PR,https://npb.jp/bis/eng/2024/stats/idp1_f.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_t.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_c.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_db.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_g.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_s.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_d.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_b.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_m.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_h.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_e.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_l.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_f.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_a.html,v1
2024,BF,https://npb.jp/bis/eng/2024/stats/idb2_v.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_t.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_c.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_db.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_g.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_s.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_d.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_b.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_m.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_h.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_e.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_l.html,v1
2024,PF,https://npb.jp/bis/eng/2024/stats/idp2_f.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_t.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_c.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_db.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_g.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_s.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_d.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_b.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_m.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_h.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_e.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_l.html,v1
2023,BR,https://npb.jp/bis/eng/2023/stats/idb1_f.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_t.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_c.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_db.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_g.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_s.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_d.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_b.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_m.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_h.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_e.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_l.html,v1
2023,PR,https://npb.jp/bis/eng/2023/stats/idp1_f.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_t.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_c.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_db.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_g.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_s.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_d.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_b.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_m.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_h.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_e.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_l.html,v1
2023,BF,https://npb.jp/bis/eng/2023/stats/idb2_f.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_t.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_c.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_db.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_g.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_s.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_d.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_b.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_m.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_h.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_e.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_l.html,v1
2023,PF,https://npb.jp/bis/eng/2023/stats/idp2_f.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_t.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_c.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_db.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_g.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_s.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_d.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_b.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_m.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_h.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_e.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_l.html,v1
2022,BR,https://npb.jp/bis/eng/2022/stats/idb1_f.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_t.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_c.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_db.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_g.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_s.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_d.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_b.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_m.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_h.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_e.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_l.html,v1
2022,PR,https://npb.jp/bis/eng/2022/stats/idp1_f.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_t.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_c.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_db.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_g.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_s.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_d.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_b.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_m.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_h.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_e.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_l.html,v1
2022,BF,https://npb.jp/bis/eng/2022/stats/idb2_f.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_t.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_c.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_db.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_g.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_s.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_d.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_b.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_m.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_h.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_e.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_l.html,v1
2022,PF,https://npb.jp/bis/eng/2022/stats/idp2_f.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_t.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_c.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_db.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_g.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_s.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_d.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_b.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_m.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_h.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_e.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_l.html,v1
2021,BR,https://npb.jp/bis/eng/2021/stats/idb1_f.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_t.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_c.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_db.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_g.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_s.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_d.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_b.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_m.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_h.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_e.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_l.html,v1
2021,PR,https://npb.jp/bis/eng/2021/stats/idp1_f.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_t.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_c.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_db.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_g.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_s.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_d.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_b.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_m.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_h.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_e.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_l.html,v1
2021,BF,https://npb.jp/bis/eng/2021/stats/idb2_f.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_t.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_c.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_db.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_g.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_s.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_d.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_b.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_m.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_h.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_e.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_l.html,v1
2021,PF,https://npb.jp/bis/eng/2021/stats/idp2_f.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_t.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_c.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_db.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_g.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_s.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_d.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_b.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_m.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_h.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_e.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_l.html,v1
2020,BR,https://npb.jp/bis/eng/2020/stats/idb1_f.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_t.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_c.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_db.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_g.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_s.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_d.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_b.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_m.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_h.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_e.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_l.html,v1
2020,PR,https://npb.jp/bis/eng/2020/stats/idp1_f.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_t.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_c.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_db.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_g.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_s.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_d.html,v1
